Caveira;caveira.png;5;5
Caveira;caveira.png;3;2
Caveira;caveira.png;6;6
Caveira;caveira.png;5;10
Caveira;caveira.png;15;1
Ingrediente;maracuja.png;1;2
Ingrediente;leitecondensado.png;1;3
Ingrediente;cremedeleite.png;1;4
Caveira;chaser.png;20;7
Fim;
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;
1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;
1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Fim;
