Caveira;caveira.png;5;5
Caveira;caveira.png;5;6
Caveira;caveira.png;3;3
Caveira;caveira.png;6;6
Caveira;caveira.png;10;10
BichinhoHorizontal;caveira.png;3;0
Ingrediente;leitecondensado.png;1;5
Ingrediente;manteiga.png;1;4
Ingrediente;achocolatado.png;1;3
Caveira;caveira.png;9;1
Caveira;chaser.png;20;7
Fim;
0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Fim;
